ma1,ma2,ma3,ma4,ma5,ma6
-0.7386515100649731,-0.1600010086511915,-0.5772251077782659,7.502652121892692e-05,0.7372268670313156,-0.7386243773738959
-0.5435377777856207,-0.1813205022418475,-0.43804897258605047,-6.025744071336508e-05,0.6191771104205276,-0.543582656312963
-0.5591778385676427,-0.12483901085246728,-0.521938567362293,-0.012344851290481348,0.6526656547131309,-0.5558924785531437
-0.5331125007724242,-0.21781584725716768,-0.4365140167648524,3.3277881714587416e-05,0.6543216171853847,-0.5330855814954133
-0.5810886198518026,-0.18710292396450698,-0.4411597821649851,-2.0478483599212768e-05,0.628238714681937,-0.5811173222695536
-0.5515933348700691,-0.16310957192884912,-0.46080023202213855,-6.12602666200626e-05,0.6240451542214498,-0.5516732696386686
-0.5153548094227736,-0.12567728186892063,-0.41259534595502223,-3.2871547200218606e-05,0.5382820933994622,-0.515338870974758
-0.745227268576599,-0.17995416681583423,-0.5789619956514575,-2.0226711041046116e-05,0.7589029363918833,-0.7452690361476237
-0.7443464968042157,-0.14364417423824521,-0.6045882901590476,1.5797242997148592e-05,0.7483488587208503,-0.7443874947247577
-0.5021830970965289,-0.17665740288887363,-0.39016380654351146,6.57011455258676e-05,0.5667941074616029,-0.5021008480465614
-0.5156934958842792,-0.1405919927989291,-0.4205600081931426,3.773144880009251e-05,0.5610472666802011,-0.515700507166295
-0.5495088925188997,-0.17023758412711196,-0.4591557083547796,-1.8534607757646207e-05,0.6292952042595448,-0.5494781083174954
-0.8061246219315804,-0.16972406937718612,-0.6821541661154726,1.9939216686408955e-07,0.8519814217453829,-0.8061690434705755
-0.7512378624027428,-0.15988185155754733,-0.6096893735047401,4.4951912737648886e-05,0.7694200289147906,-0.7513463398890072
-0.5644296432895511,-0.19408462997289955,-0.4693083094007546,2.991430567758631e-05,0.6633059503155946,-0.5643860860123031
-0.49416005808286095,-0.18171631881528252,-0.36304316584438984,-1.7881075465539146e-07,0.5447495540764388,-0.4941616819590422
-0.5659783605510054,-0.1444273821558066,-0.4895557571527321,3.6123224737202934e-05,0.6339838680202697,-0.5658364387481541
-0.5573604250212201,-0.14171675959356214,-0.46813952830808897,5.227004490335734e-05,0.6098192650468255,-0.5574235179376397
-0.5461487912707611,-0.1729321700796555,-0.44151788579551565,-3.2422125168466096e-06,0.6143934110181297,-0.5460747456219986
-0.7964908873705273,-0.20165676624000056,-0.6326393906860875,3.120991876566088e-05,0.8344302884681178,-0.7965624265665863
-0.5118007452188769,-0.13791777669961824,-0.39690570307598544,-2.9526763195859193e-05,0.5347344535309144,-0.511773495216807
-0.5601806273598632,-0.12296293535824947,-0.4818263034141098,3.499428569588043e-05,0.6047649301592882,-0.5602878517829691
-0.7011322180704285,-0.15462150828673368,-0.49189876834784313,-1.6928930319980474e-05,0.6466305830499394,-0.701099641408785
-0.5552131154911026,-0.1454201375054781,-0.4668550038613145,-8.484747512944768e-06,0.6123015470382064,-0.5552021619001032
-0.5271919563885019,-0.21889505221833408,-0.45853319914396246,7.5908742277981314e-06,0.6774109861476928,-0.527258971311557
-0.8053473680341385,-0.041536494753723965,-0.8042514242417536,-3.3384223052406986e-05,0.8458333188063922,-0.8053744501112029
-0.5080591742254689,-0.14788059169124596,-0.3889999568962218,-2.6444927495078285e-05,0.5368905101214311,-0.508008500452603
-0.49844335183218247,-0.185159096628313,-0.38189457456039066,-5.196710837079286e-05,0.5671953607670419,-0.4984553324727018
-0.5610757699767985,-0.14626390846045245,-0.46361878924151795,-2.0896253281778727e-05,0.6098593506985006,-0.5610324633565273
-0.5051126096322908,-0.15215111133647927,-0.37740193092724783,4.288938942739397e-05,0.5296073404220605,-0.5050002686063113
-0.49535735783523616,-0.19001897541089022,-0.3724093825242106,-3.878644837242833e-05,0.5623495818887232,-0.49527851521063065
-0.5747955132520275,-0.10666259224811418,-0.5432864895484987,-6.396166054158815e-05,0.6498891524944128,-0.5747775518535799
-0.5571410716832393,-0.16143187849089785,-0.4545526472634808,-6.666520524000495e-05,0.6158524384637958,-0.557099116499226
-0.515246770402044,-0.1334773869061221,-0.41111288142320984,-1.609547288041246e-05,0.5446043471675281,-0.5152779753356074
-0.5700764247547819,-0.11118397009886272,-0.5169954552823052,7.100789656237396e-05,0.6282043047173209,-0.570112786967409
-0.5524066186479101,-0.1533096532171805,-0.45973853985863367,-8.829015837805856e-05,0.613015847907216,-0.5523620835879953
-0.5424020096866179,-0.1679782370504543,-0.48470266433963827,-3.2042890546401287e-05,0.6526898399655001,-0.5424154550137942
-0.8670923956258033,0.08323721936031668,-0.8259910693141472,-7.920640105292328e-05,0.7428382274105937,-0.867119022210861
-0.5627050139581383,-0.15147122346226005,-0.4766044874546655,3.127811284924688e-05,0.627975584129561,-0.5626481584888764
-0.5729420105858067,-0.13416273407245471,-0.5254369468234402,-2.8256563297769257e-05,0.659603015619382,-0.5730132207810537
-0.7427672920158176,-0.1395388166015054,-0.6035470698456336,6.860261527267221e-06,0.743065222866394,-0.7426566108417704
-0.563697923500909,-0.1954515689951089,-0.46679480561937853,2.159151926043929e-05,0.6623473731738451,-0.5638034586842271
-0.5472092042973389,-0.2016250733598684,-0.4406834731483322,2.4630381764617206e-06,0.6424838153824203,-0.5471648818087115
-0.7480651603302544,-0.15098614411106887,-0.608385175252346,-4.415049831204148e-05,0.7594226644728126,-0.7480640115048506
-0.5618200713267145,-0.12942431056491296,-0.4995612690874101,5.649810835223316e-05,0.6289626609696107,-0.5618420775686738
-0.5500103927745231,-0.12686958472011278,-0.4920738738406728,-2.3905896509850307e-05,0.619043707579697,-0.5499268196797296
-0.5468939811885403,-0.19203691382380875,-0.42863371583192417,-7.057538096104026e-05,0.6206063441263814,-0.546885813317414
-0.524575351025718,-0.11042848017679283,-0.44144693937112184,-5.187367299519918e-05,0.5518018564899472,-0.524628657617267
-0.5538977387796442,-0.11393967982937646,-0.505681006816848,-2.5480025165881186e-05,0.6195827868299035,-0.5537864483529823
-0.5541677290469841,-0.14729554936813963,-0.47225395504168444,2.5026197822935076e-05,0.6196052056047453,-0.5541206453204919
-0.5663285778761767,-0.11645660221376296,-0.4976314938052979,8.239916102184916e-05,0.6140464260669593,-0.5663894041702385
-0.506338279380665,-0.15041219450233867,-0.3832165479207225,1.3827397741643767e-05,0.5337325114610548,-0.5063430428560763
-0.5432211287114903,-0.16734258072589533,-0.48902012661903993,2.732435249786451e-05,0.6563906562469553,-0.5432664564666723
-0.5962014018929233,-0.14897299371865266,-0.48871225692402864,1.828121234125553e-05,0.6377446170157552,-0.5963107795023771
-0.5525208388973829,-0.19474886797111374,-0.46304185077222265,6.922708688610867e-05,0.6577985281894488,-0.552429481448352
-0.5995370612863955,-0.14405254811425924,-0.4734451645436634,-3.388504899621497e-06,0.6175738281127023,-0.5994722070424597
-0.5652218009175685,-0.08926944502173546,-0.5629158777383264,6.642588923570076e-07,0.652297133092361,-0.5653028407435227
-0.5532336829006572,-0.15260890612074662,-0.46511812577585565,-1.3727656550064504e-06,0.6177763189552377,-0.5532445251534928
-0.7494305755839034,-0.17704082938766816,-0.5915679709855598,6.148756584073401e-05,0.7686402948931425,-0.749401435139512
-0.7463442155780562,-0.21208788631457945,-0.5589386771872714,9.59221172072585e-05,0.7710361038197544,-0.746360520552589
-0.5150448474242413,-0.13377665729811014,-0.42213933820266913,2.8419560809655388e-06,0.5559049504593304,-0.5149892127431869
-0.5664419626826105,-0.1186132847127632,-0.5040459204473438,4.585782110326218e-05,0.6225125573947082,-0.5663285632169185
-0.5608981436392974,-0.11787842728895602,-0.5570608343692443,5.984755521356139e-05,0.6749975837193665,-0.5608676682514113
-0.7544281084764114,-0.13153091019042265,-0.6412249519453604,-3.30143694817625e-05,0.7727194231551674,-0.7544050637123858
-0.5638784518869321,-0.19657260737214546,-0.46865848276216227,-1.5453009039591642e-05,0.6650598102828613,-0.5639422133578894
-0.8266784144762543,-0.21723032387931165,-0.4656951367722599,-6.0868108685249766e-06,0.6829133414341358,-0.82668839625815
-0.6107911035877289,-0.17920514549900088,-0.5374733194911525,1.9494824921317927e-05,0.7166169462333524,-0.610812043394562
-0.5515755160703104,-0.19855772675379993,-0.4632580162919812,-3.109837070971578e-05,0.661768215213401,-0.5516442797538986
-0.5400912325713624,-0.17878596939439034,-0.4827541363842534,-2.4692323231754534e-05,0.6615728880308076,-0.5401375480740187
-0.5137692510813661,-0.13585800542429194,-0.4187791098249394,7.591815650608473e-05,0.5547001363186046,-0.5137360158763988
-0.7963003462353625,-0.21323297256244272,-0.6233200193130585,1.8599570811445727e-05,0.8365391545228015,-0.7963199236617913
-0.5799080103735651,-0.14752897794573006,-0.48144928083775346,0.02158401257663445,0.6216545843673713,-0.5850146495153404
