ma1,ma2,ma3,ma4,ma5,ma6
-0.21423660067237033,-0.059744104702335814,-0.17918746796258103,-2.3028746406714475e-05,0.23891824581852916,-0.21413150021132213
-0.31004170165485295,-0.05434839368483432,-0.2517584537967733,-8.329760265278935e-06,0.30611206016972864,-0.3099845271135
-0.2965456408054862,-0.07292635093903224,-0.22728431881522843,5.704427974322341e-05,0.3001646217920607,-0.29658232116596595
-0.2113583308965282,-0.056387905092012205,-0.18086716065350222,2.6244349320687734e-05,0.2372035759399321,-0.21139669279630313
-0.211025155242494,-0.04477009576620683,-0.18012971395243763,-6.248052092498556e-05,0.22485183262271816,-0.2111589696745348
-0.2102017110746088,-0.045203860034825405,-0.1813884549859079,-0.0038908334801518564,0.22809550968320186,-0.20908706148415931
-0.21499098101158004,-0.07620899031832562,-0.1664033719164207,-3.83797916938403e-05,0.2424946544592006,-0.21491568873703262
-0.21114910314157245,-0.04656103746527411,-0.18212870932121977,-2.04154315424464e-05,0.2286516931125946,-0.211148059030594
-0.20342311224066956,-0.06259925545776387,-0.18105412346109986,-5.680585525516102e-06,0.24360574787832323,-0.20326994748566807
-0.19855455936641397,-0.09176094189123692,-0.15012516986565494,-5.6780863670957514e-05,0.24179559512443063,-0.19852758102539345
-0.20219747260645632,-0.07460351547530822,-0.16455452855649255,5.2519579819625326e-05,0.23911590985669331,-0.20216931776110875
-0.20994189618565506,-0.0776407202610029,-0.1716912664034651,9.417783242600289e-06,0.2492324712339026,-0.20992512854421982
-0.2079860041188854,-0.05723653964412516,-0.17419363785002423,-5.99059664552626e-05,0.2313888046873513,-0.20794854821465583
-0.21719996002490222,-0.0704751183511481,-0.17441891112360858,6.691813811377577e-05,0.24491119925522697,-0.21708055375353968
-0.20883684502957434,-0.07567387146120381,-0.16442620387988416,-2.7471302963110604e-05,0.2401617386730624,-0.2088522910106918
-0.2025309500574307,-0.07916478607626094,-0.1548948040182209,2.6017409381743293e-05,0.2341950912420777,-0.20242773411217332
-0.21164226127879354,-0.06647384210780295,-0.1713188796581276,-2.9324439166741268e-05,0.23767626720334628,-0.21165221873510207
-0.3078324173512321,-0.06736400741674402,-0.2364396119136982,7.144340978681765e-05,0.30382185235363196,-0.3079466187778973
-0.20695666308573363,-0.047360378807338524,-0.18901559905677648,2.811455191173926e-05,0.23639576179752522,-0.20707600037855792
-0.2113912079412842,-0.0445647151250749,-0.1799808452561479,-3.984850104202923e-05,0.2246796377297709,-0.21140568020341113
-0.22177109845398363,-0.05684166962126003,-0.18223901756175132,-7.596785472936427e-05,0.2391365865598278,-0.22176884479952996
-0.30492144273546007,-0.0746459577975967,-0.22386108387185347,-1.4561250781155531e-06,0.2986206746773078,-0.3049055588838716
-0.22361111948444032,-0.05623021863358386,-0.1837722039454508,3.64579208184131e-05,0.24014837093990016,-0.22365177637192102
-0.21294382171421367,-0.06397533858998761,-0.17543590388186536,-6.912982597425272e-05,0.23959116143041756,-0.2128573819700404
-0.19959698970006623,-0.06506351468794205,-0.16961934779669302,-0.00020749419266679435,0.2358130913019587,-0.19974861291207663
-0.19818347837929612,-0.05510337243002613,-0.18405833805265642,4.945473297308386e-05,0.239091115678475,-0.1982025685967226
-0.214383081585856,-0.041752531558239596,-0.18636735191317041,4.30685775966903e-05,0.22816783588128337,-0.2142198069172896
-0.29548904407126164,-0.06404099155155776,-0.23092580532763915,6.100873738063795e-05,0.29491428439873807,-0.29543186249782516
-0.20379753156497057,-0.0680356104590015,-0.1643309896716748,-6.021275705561747e-05,0.23213550719635784,-0.2038354302313004
-0.20966188447829118,-0.046750807913609714,-0.19576107554716282,-0.004684896177545526,0.24471940752760854,-0.20851935807512206
-0.19996439861268947,-0.08164165164393855,-0.16371579449499638,4.837444980833288e-05,0.24533070194488407,-0.19988847998677178
